"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"15190","CTNND1",0.369816401468789,0.343188405797101,3.9774199910869,0.000111290892428049,0.000384240581811056,0.258230489234418
"10728","SLC30A1",0.401712538226299,0.41169014084507,3.95496487641577,0.000119679377615869,0.000410186970641989,0.258166809366639
"4530","SEMG1",0.399983739837397,0.437480916030534,3.97501278552551,0.000114905901611138,0.000395718829342787,0.254689658385905
"3319","MGEA5",-0.291670634920635,-0.192292993630573,-3.97544569551527,0.000106381617049931,0.000369651763608047,0.254392664127211
"17735","TOMM20",-0.206803571428571,-0.191528662420382,-3.97537490163461,0.00010641039042638,0.000369685361784719,0.254136364065386
"11012","TMTC1",0.38160703637448,0.300413223140496,3.98079820907468,0.000116681428472466,0.000401476230862498,0.254056502716554
"4105","APEX2",-0.330047956630526,-0.195359477124183,-3.97415415473307,0.000107987377709793,0.000374625985310544,0.25295128989703
"12697","CRELD2",-0.146236111111111,-0.271210191082803,-3.97494869787786,0.000106583772860795,0.000370221250875829,0.252593427569145
"117","SULT1A1",0.254615079365079,-0.0345859872611465,3.97489762114927,0.000106604569249843,0.000370227031506409,0.252408529439408
"13609","GRIN1",0.429917853231109,0.439606299212598,3.97969264494813,0.000114515678881975,0.000394515382240538,0.250998578921764
"4011","RAB9B",0.245406746031746,0.226178343949045,3.97411569834329,0.000106923419636491,0.000371201129060951,0.249578205877991
"10501","MALAT1",0.400527777777777,0.22758865248227,3.97646387405895,0.00011067296682731,0.000382801405547176,0.246077720283058
"14728","EML1",0.606438172043011,0.439113924050633,3.98221761740026,0.000148295649483813,0.000497515449577195,0.242898467442975
"795","CLDN17",-0.239873015873016,-0.0626751592356688,-3.97218377721081,0.000107715112467719,0.000373815484462488,0.242587190754765
"13511","NUDT12",0.392205882352943,0.496506849315068,3.97261931536602,0.000110680267895016,0.000382801405547176,0.241926624012275
"1912","STAB1",0.271440476190476,0.106305732484076,3.97182385225015,0.000107863223781409,0.000374262371058641,0.241285042943082
"7045","MRPS17",-0.261365683865684,-0.15058064516129,-3.96966172102793,0.000109296086092714,0.00037855531805622,0.23824487489379
"3601","GOLPH3",-0.260954128440367,-0.138701298701299,-3.9710954551374,0.000108974614125711,0.000377644655792734,0.236517396862033
"4536","PKIG",-0.321494047619047,-0.284012738853503,-3.9699475970283,0.000108638460509727,0.000376682108819877,0.234498632051066
"1183","ABHD2",0.33859090909091,0.317077922077922,3.96858597582858,0.000110021403903426,0.000380863003029551,0.233610164023512
"6587","CUGBP2",-0.236861111111111,-0.165859872611465,-3.96941336386706,0.000108860165304964,0.000377383206523889,0.232566792047241
"17240","KCNQ1",0.538253295668549,0.527894736842105,3.97519002178186,0.000135437661702116,0.000458431728458572,0.232515355627336
"1460","ATG12",0.198400793650794,0.103312101910828,3.96932474150235,0.000108896984903227,0.000377443230317455,0.232246345385176
"11100","FBXO28",0.363859649122806,0.259375,3.97821902692958,0.000133151182240002,0.000451086927087935,0.231934997722084
"3521","MTO1",-0.223369047619047,-0.0840127388535032,-3.96875128448985,0.000109135523741903,0.000378088137871574,0.230172942823937
"14623","XYLT1",-0.121648809523809,-0.216114649681529,-3.9687365390629,0.000109141663901122,0.000378088137871574,0.230119632199919
"10384","EGFR",0.373017543859648,0.219785714285714,3.97179357748644,0.000112983601942874,0.000389584048680782,0.228562522426827
"8300","TFPI",0.269339339339339,0.216089743589744,3.9675704971009,0.000109897482363382,0.000380502090036465,0.225204897579824
"6476","MTA2",-0.200690476190476,-0.117834394904459,-3.96726571252174,0.000109755788218897,0.000380079502115939,0.224802820106031
"13365","STX5",-0.211138888888888,-0.215732484076433,-3.96641685620967,0.000110111713215006,0.000381054948671691,0.221735069353678
"18640","EID2",-0.193023809523809,-0.165031847133758,-3.96640608771799,0.000110116235490264,0.000381054948671691,0.221696155680394
"18336","SYT16",0.281735735735735,0.355576923076923,3.96531051786718,0.000110848255661117,0.000383313901947512,0.217042511883657
"12117","CST11",0.307181818181818,0.304,3.96545291682426,0.000111062933287114,0.000383669201914042,0.216857071981301
"8116","TOPBP1",-0.349370030581039,-0.281948051948052,-3.96556339122538,0.000111294943984857,0.000384240581811056,0.216551670316607
"8229","SRPRB",-0.364899371069182,-0.38682119205298,-3.96583880053259,0.000112038759014143,0.000386601645093203,0.215405816876614
"10905","ABCG8",0.314818181818181,0.19141935483871,3.96497325252548,0.000111266013364596,0.000384240581811056,0.215126060081626
"1414","SLC29A1",0.19196626984127,0.167388535031847,3.96428172369985,0.00011101183892475,0.000383660382632096,0.214021117600013
"11112","C14orf94",-0.168640873015873,-0.115859872611465,-3.96425352625336,0.000111023773105996,0.000383660382632096,0.213919266711713
"17510","PXMP2",0.244005952380953,-0.34859872611465,3.96424899831733,0.000111025689606457,0.000383660382632096,0.213902911587232
"10091","KCNH7",-0.188779761904762,-0.0813375796178344,-3.96424411188429,0.000111027757880199,0.000383660382632096,0.213885261571321
"3719","CACNA2D3",0.257742063492063,0.208089171974522,3.96414441658941,0.00011106996378081,0.000383669201914042,0.213525161573402
"12262","PNKD",-0.274448051948052,-0.107948717948718,-3.96238232544052,0.000112091800125173,0.000386715711218082,0.212704723167894
"474","IARS",-0.304123376623377,-0.0949358974358974,-3.96222187746808,0.000112160321631103,0.000386883134382079,0.212125766121396
"15203","ARHGAP23",-0.205470238095238,0.0680891719745223,-3.9633682118313,0.000111399092191346,0.000384531543523857,0.210721759099918
"6150","PLEKHA8",0.493828671328672,0.246740740740741,3.96616491225977,0.000117220376831629,0.000403177183548737,0.209812075751228
"1258","AQP2",0.219289682539683,-0.352675159235669,3.96224523110483,0.000111876905609954,0.0003861120029353,0.206666709135465
"2128","CCDC90A",0.408035943517328,0.39017094017094,3.9648225378377,0.000125847454847459,0.000428972009644737,0.203423510123505
"13562","FGFR4",0.391339631782946,-0.0415827338129496,3.96103350023853,0.000118020244616472,0.000405578006317412,0.200537275002749
"18349","TLR5",0.367690417690419,0.439677419354839,3.95914173953682,0.000113763412088879,0.000392063363727854,0.200289317384915
"14571","PSG6",0.172833333333333,-0.0520382165605096,3.95976470579021,0.000112939261552614,0.000389500561451546,0.197712942984198
"18105","XKR7",-0.161833333333333,-0.256114649681529,-3.95929217472222,0.000113142722652085,0.000390063215043738,0.196007804065117
"13324","RUNX1T1",0.196513888888889,0.0692993630573248,3.95867573749744,0.000113408671095533,0.000390910437187329,0.193783627255285
"17887","ZNF79",0.564805194805197,0.544913793103448,3.95782970981175,0.000129685596297777,0.000440735155243814,0.188544988928558
"17893","ZNF66",0.343991692627206,0.115263157894737,3.95776648154785,0.000115228155771674,0.000396758014650831,0.187061567197365
"17850","KIAA2022",0.34402573944457,0.185958904109589,3.95544163855615,0.000118118915715619,0.000405845017402865,0.186370355110806
"4030","RPS6KA6",0.561378787878788,0.348461538461538,3.96286685670093,0.000145207340905001,0.000487915828069574,0.183093436206464
"9201","MAP1A",-0.142,-0.0192993630573248,-3.95524850621955,0.000114898162570538,0.000395718829342787,0.181422957061772
"16210","CSAD",-0.275092137592139,-0.346774193548387,-3.95326427523052,0.000116334442966531,0.000400424725337128,0.179119575119448
"16368","AMACR",0.513361607142857,0.242727272727273,3.95551204011789,0.000142052304900143,0.000478504843551138,0.17768387448529
"9917","THSD7A",0.418793010752688,0.0660902255639098,3.95083729338839,0.000124964967398995,0.000426565017487731,0.177168964764292
"11217","TNRC15",0.338057205720572,0.258972602739726,3.95513058211992,0.000118257908232968,0.000406178342601378,0.173355581944512
"2713","UXS1",-0.307945945945945,-0.103782051282051,-3.95309085888715,0.00011612624795802,0.000399779225090847,0.172974599174995
"11520","CCDC136",0.526347256347256,0.582803738317757,3.94531688860138,0.000141407555374133,0.000476502370261698,0.170569590502093
"2773","IPO11",0.446182625237793,0.381322314049587,3.94903763868169,0.000131290819569017,0.000445564477285171,0.170126855061018
"1887","FSCN1",-0.292978978978979,-0.11224358974359,-3.95141939586298,0.000116866532738955,0.000402041648894494,0.166955439320854
"13446","S100A16",-0.22759090909091,-0.0846103896103896,-3.94913639676159,0.000118465477230956,0.000406819068304567,0.16355633537644
"1191","THBS1",0.356208333333333,0.334777070063694,3.94994853158395,0.000117238282870588,0.000403177183548737,0.162325326336882
"15414","NUP160",-0.369600657740193,-0.293028169014085,-3.9496067445753,0.000122120615337879,0.000417814007673849,0.162260875276208
"11155","FBXO4",-0.15219246031746,-0.0796815286624204,-3.94984780616664,0.000117283192872513,0.000403259961847194,0.161962581408964
"8445","CAD",-0.228108108108108,-0.132307692307692,-3.95002738941815,0.000117486473757882,0.000403815409180953,0.161944231111156
"15306","PWWP2",-0.236440476190475,-0.331337579617834,-3.9494715489768,0.000117451097904488,0.00040376553482852,0.160607624234031
"15692","ZNF630",0.301070707070706,0.242774193548387,3.94841993050667,0.000118495041546249,0.000406848394066975,0.155493359006096
"1340","CAMSAP1",0.386518518518518,0.145947712418301,3.94874404944373,0.000118938999083708,0.000408083080012205,0.155314524602378
"17209","VPS53",0.324932447397564,0.171689189189189,3.9457659905829,0.000121855802300648,0.000416981720657796,0.153308162583924
"3887","PPP2R5A",-0.260253968253968,-0.0625477707006369,-3.94683287876335,0.000118635051399076,0.00040725685286917,0.15110836240551
"9087","FAM134A",-0.130456349206349,-0.305286624203822,-3.94651449288383,0.000118778674633011,0.000407677568787407,0.149962519521006
"8774","PLA2G2D",-0.219853174603174,-0.123949044585987,-3.94643500844808,0.000118814555709864,0.000407728403536368,0.149676473833151
"1255","IRAK3",0.242767857142858,0.249294871794872,3.94441212150982,0.000120019208083174,0.000411206036759471,0.147980768240837
"15774","IL17RB",0.294616161616161,0.192193548387097,3.94623175116991,0.0001194834540727,0.000409733177345527,0.147625800769333
"7528","REV3L",-0.369303519061584,-0.133649635036496,-3.94778006865539,0.0001248111455788,0.000426115116107157,0.145982525616943
"9942","LAT",-0.177803571428571,-0.10484076433121,-3.94457996994126,0.000119654898109481,0.00041017989879856,0.143001971740792
"4852","C19orf53",-0.220722222222222,-0.279235668789809,-3.94457728729896,0.00011965611744705,0.00041017989879856,0.142992321352414
"1806","LILRB3",-0.160327380952381,-0.167707006369427,-3.94415882828224,0.000119846463896482,0.000410686899745143,0.141487046090813
"18488","PLA2G4C",0.146234126984127,0.240764331210191,3.94308724884003,0.00012033521314465,0.000412215738991346,0.137632972270082
"16750","CENPB",-0.268191919191919,-0.248774193548387,-3.94290397493322,0.000121001685526249,0.00041442541887052,0.135667686639403
"11142","F2RL1",-0.298820512820512,-0.325906040268456,-3.94331084724724,0.000122666451275226,0.000419384893750335,0.133117551371952
"17942","C14orf161",0.477045454545456,0.228030303030303,3.94526217946074,0.000128016901492523,0.000435752869090909,0.133117114665856
"6499","CRSP6",-0.522970297029701,-0.431971830985916,-3.93744305008292,0.000127839822924439,0.000435303257682707,0.131588950059467
"7826","PDE5A",0.391065533980582,0.203426573426573,3.93524364762974,0.000128535896668705,0.000437365594590489,0.131482984745806
"8782","CYR61",0.422692939244666,0.503643410852713,3.94235815725526,0.00013072242134114,0.000443869025332934,0.131124928888075
"12639","C15orf42",-0.194436507936508,-0.162484076433121,-3.94126388426112,0.000121171215891609,0.00041493261346992,0.131076982173679
"12233","OPLAH",-0.188873015873016,-0.0822929936305733,-3.94080282015367,0.000121383485181988,0.000415585955724816,0.129419599608354
"14736","WDR68",0.156436507936508,-0.366624203821656,3.94044842476519,0.000121546885764099,0.000416071782490904,0.128145766244784
"6223","RPS6KA4",0.74011396011396,0.510126582278481,3.93920279769808,0.000172423248429268,0.000568602978928896,0.124978010958028
"4138","AVPR2",0.17379761904762,-0.435350318471338,3.93849100188744,0.000122453169690981,0.000418877724357465,0.121111730140758
"2906","TGIF2",-0.173371031746031,-0.198789808917197,-3.93816631034263,0.000122604121839276,0.00041924586706341,0.119945222481505
"5372","DPEP1",-0.187289682539682,0.0535031847133758,-3.93776489880495,0.000122790986626012,0.000419736509839245,0.118503194843605
"6978","PPP2CB",-0.394368972746331,-0.360397350993377,-3.9386371151677,0.000124207683026534,0.000424129676062549,0.117724829439932
"12276","ZNF452",0.169392857142857,0.0548407643312102,3.93749897369723,0.000122914929087444,0.00042008597540995,0.117547954068725
"4998","MEP1B",0.336306287170774,0.244900662251656,3.93604846525273,0.000125429144570063,0.000427930475306803,0.11449512684559
"627","LRRC2",0.205757936507936,0.23656050955414,3.93631076823834,0.00012347018410081,0.000421909152840329,0.113280398559308
"8840","MYOC",0.414037748567578,0.142053571428571,3.94252495192271,0.000139592301786276,0.00047117575996271,0.111433084692876
"9943","B4GALT2",0.257837301587302,-0.110509554140127,3.93533203398148,0.000123929343996766,0.000423328638249147,0.109765973950472
"9138","SOCS6",-0.209640873015873,0.000891719745222931,-3.9352728946804,0.000123957140388334,0.000423348856981055,0.109553640417497
"4730","SLC7A10",-0.27499180999181,0.0971612903225807,-3.9334581088582,0.000125411842993598,0.000427930475306803,0.107970306600954
"10599","SRPRB",-0.328528138528139,-0.320131578947368,-3.92826549179721,0.000128846322624905,0.000438113721510196,0.1003304195806
"3752","COPS8",-0.364774774774774,-0.196217948717949,-3.9325560094459,0.000125538584335557,0.000428145425709793,0.0991705712425821
"10491","C3orf10",-0.259970238095238,-0.258789808917197,-3.93215436920309,0.000125431329437248,0.000427930475306803,0.09836061216114
"17414","UNK",0.140994047619047,0.203248407643312,3.93208729345874,0.000125463219994712,0.000427963823394617,0.0981199436456297
"4214","ACO2",-0.158188492063492,-0.0270700636942675,-3.93186914413277,0.000125566990477129,0.00042816684277056,0.0973372447714018
"2643","RTN4R",-0.184253968253968,-0.144331210191083,-3.93136298422178,0.000125808078080287,0.000428913340192323,0.0955213289867185
"7611","LNPEP",-0.189992063492063,-0.163757961783439,-3.93057258589776,0.000126185431519804,0.000430048306681883,0.0926860544969657
"4338","ITGB2",-0.314857142857142,-0.402611464968153,-3.93000517163923,0.000126456991254227,0.000430897911209815,0.0906509454224329
"19204","DHRS12",0.126936507936508,0.0243312101910828,3.92876212617987,0.000127053847035393,0.000432855456686954,0.0861934364475427
"9831","PCNX",0.265583333333334,-0.639872611464968,3.92856070079192,0.000127150814629465,0.000433109560622209,0.0854712425770003
"1980","C1orf113",0.444512195121953,0.303951612903226,3.93024695900712,0.000139174186260425,0.000469928403127811,0.0839469282498086
"18555","C16orf79",-0.18919246031746,0.0259235668789809,-3.92715707520317,0.00012782848722832,0.000435303257682707,0.0804395056876412
"13491","KLHL23",0.538434428194679,0.4305,3.92676449237252,0.000133835985499004,0.000453248189602945,0.0793980488358992
"11196","CCAR1",0.141396825396825,0.193757961783439,3.92642116620809,0.00012818515684259,0.00043624885157597,0.0778019994507524
"10264","KCTD9",0.323591591591592,0.302692307692308,3.9259009373349,0.000128741694071639,0.000437988840010598,0.0753193392529372
"286","DST",0.458971742543172,0.51985401459854,3.91856505862012,0.000139232081930571,0.000470041873244674,0.073705715258054
"13083","IPO9",0.379263888888889,-0.114331210191083,3.92518566994694,0.000128786089033844,0.000438004900502247,0.0733748807577514
"8974","ATP6V0B",-0.238628968253968,-0.18312101910828,-3.92517419195654,0.000128791684350048,0.000438004900502247,0.0733337573719872
"1725","FNDC3B",0.3755,0.229872611464968,3.92466939112978,0.000129037994643772,0.000438688375676674,0.0715252529503605
"11981","RNF146",0.217990079365079,0.215286624203822,3.92441571515356,0.000129161941297152,0.000439032623580043,0.0706165031140893
"6866","RAB14",-0.229848484848484,-0.316451612903226,-3.924225472139,0.000129869966393633,0.000441284235238489,0.0687013219248609
"2146","SELP",0.508680161943321,0.554477611940299,3.91776727002885,0.000140936520974597,0.000475215650353619,0.0679474244863076
"10338","HMGCLL1",0.355504950495049,0.329931506849315,3.92530304153567,0.000132334481073797,0.000448791542807404,0.0668286735253973
"9460","ATP10B",0.226184523809524,-0.203312101910828,3.92287189910339,0.000129918698701397,0.000441372320676041,0.0650870936991268
"6093","PTPRB",0.325242424242425,0.283288590604027,3.92177717979664,0.000133047064394123,0.000450866026170672,0.0621492877416188
"12182","C20orf56",0.178371031746032,-0.0576433121019108,3.92172632158812,0.000130482969078696,0.000443211503359987,0.0609851921915343
"3774","STAT1",0.187025793650794,-0.102802547770701,3.92166967248686,0.000130510932796275,0.000443228687353582,0.0607823776849825
"14228","IFNAR1",0.323892857142858,-0.456942675159236,3.92087070017671,0.000130905937483179,0.00044441417477842,0.0579221622790849
"14712","ENSA",0.198928571428571,-0.0280891719745223,3.92023979158386,0.000131218656248036,0.000445397687608445,0.0556639315904475
"940","TADA3L",-0.333636363636365,-0.230921052631579,-3.91913483948799,0.000133362662653154,0.000451724292841095,0.0547340662357465
"17755","CCDC123",-0.181585317460317,-0.154649681528662,-3.91955572712454,0.000131558525330919,0.000446394708693426,0.0532157763135013
"16100","PAQR8",0.238696428571428,0.0382802547770701,3.91930327676048,0.00013168416360569,0.000446742680563411,0.052312386385502
"17319","TTYH3",-0.178311688311688,0.00243589743589744,-3.91754717835344,0.000132872518243684,0.000450394172613178,0.0516704467480409
"11617","ATPAF1",-0.207501984126984,0.0515286624203822,-3.91873999817474,0.000131964904892652,0.00044761663007497,0.050296874824256
"16216","PFKFB3",-0.217208333333332,-0.699617834394904,-3.91691806417771,0.000132876871037602,0.000450394172613178,0.0437793016545127
"16845","INSM1",-0.141396825396825,-0.173757961783439,-3.9165483169116,0.000133062677663206,0.000450866026170672,0.0424569156058414
"17130","HNRPC",-0.221014610389611,-0.266858974358974,-3.91124554204143,0.000136071689941278,0.000460416728808126,0.0291575032398459
"6282","ZNF259",-0.240574074074073,-0.120261437908497,-3.91346861896986,0.000135907071841818,0.000459940144667895,0.0290495663916595
"17182","CSMD2",0.218517857142857,-0.00611464968152866,3.91264717548022,0.000135038209367124,0.000457239613204412,0.0285109042921672
"2401","BXDC5",-0.3744266994267,-0.146774193548387,-3.91121548847299,0.000136408615347171,0.000461476069157885,0.0284179687802251
"4972","NDC80",0.538069952305246,0.264344262295082,3.9061161906912,0.000153257107815448,0.000512039472609428,0.0279390103391588
"18048","PTRF",-0.129011904761905,-0.210700636942675,-3.91239378576101,0.000135167485543039,0.000457597273048172,0.0276054687783729
"717","KIF9",0.464459770114941,0.422121212121212,3.91563007744256,0.000142964278215783,0.000481130738739761,0.023426189490463
"12884","C9orf86",-0.433086580086581,-0.311513157894737,-3.90663257323532,0.000139791539745224,0.000471765972377018,0.0231774308467028
"9297","WFDC1",0.49352808988764,0.171791044776119,3.91428020234691,0.000142778114506434,0.000480587805499044,0.0199693175320235
"3829","LAPTM4A",-0.189237012987014,-0.251089743589744,-3.90865957489582,0.000137405600416857,0.00046452406947355,0.0199276187677153
"18590","ZNF710",-0.377111111111111,-0.0665161290322581,-3.91044916203771,0.000136803367009558,0.000462649764942671,0.0194775389524171
"13357","IQCK",0.444256566604126,0.46351724137931,3.9047958449894,0.000143302469560638,0.00048210119757787,0.018172309124707
"14244","PARP9",0.292204365079365,0.112229299363057,3.90941890523094,0.000136694060148967,0.000462360908572393,0.0169789629449832
"7741","CDH6",1.37742292490119,1.1925641025641,3.89638577616402,0.000201760560835577,0.000654749054625064,0.0169203351953255
"11899","RPUSD4",0.31933962264151,0.135666666666667,3.90651482732226,0.000140549296597234,0.000473992582511865,0.00848394985412515
"16139","AGXT2",0.189664682539682,0.0901910828025478,3.90689196865619,0.000138003634239132,0.000466457786452282,0.00795777775383311
"13743","ADD2",-0.15056746031746,-0.164522292993631,-3.90684939152085,0.000138025801520633,0.000466457786452282,0.00780581818153347
"17299","SEMA4B",-0.334862385321101,-0.157012987012987,-3.90711702639579,0.000138862491187082,0.000469039634658966,0.00700449164549521
"16372","PLXNA1",-0.200049603174603,-0.383821656050955,-3.90570998358425,0.000138620279966942,0.000468385024906634,0.00373973056109378
"18150","ZNF177",0.170482142857143,0.0996178343949045,3.90530587591258,0.000138831704663466,0.00046901751343274,0.00229786793872666
"4668","INSL3",-0.145873015873015,-0.199617834394904,-3.90505635603603,0.000138962403791981,0.000469295196470966,0.00140763842509983
"11043","RGS20",0.366261398176293,0.290294117647059,3.90377024273685,0.000147566682026463,0.000495327469886224,0.00101427903719475
"1059","CPXM1",-0.162547619047619,-0.0266242038216561,-3.90328975806508,0.00013989110405439,0.000472019660777069,-0.00489383592920323
"7325","SMPD2",-0.154331349206349,-0.13031847133758,-3.90318653061031,0.000139945552791747,0.000472121058590148,-0.0052619767256461
"12811","PNLIPRP1",0.816511784511785,0.649512195121951,3.89667154113645,0.000195395086516462,0.000636440046992097,-0.00612727918333533
"1382","PON1",0.54801519756839,0.654186046511628,3.88961356369966,0.000158964028011631,0.000528905245194821,-0.00625165007884299
"17890","OR51I1",0.261285714285714,0.134394904458599,3.90247841368694,0.00014031960232675,0.000473300440060127,-0.00778712275250371
"17057","C21orf13",0.2501246105919,0.129407894736842,3.90157660756373,0.000142474205693612,0.000479731747760063,-0.013890717341777
"19156","KCTD18",-0.251503968253968,-0.206305732484076,-3.90076332470623,0.000141229509144808,0.000476105341324382,-0.0139015676124128
"13437","ZNF282",0.210434523809524,0.127452229299363,3.90072559778701,0.000141249587336224,0.000476105341324382,-0.0140360425318207
"9273","CDKN2D",0.216408408408408,0.0515384615384615,3.89981894151919,0.000142060375494873,0.000478504843551138,-0.0178362291990872
"2025","ALDH8A1",0.545877192982455,0.503090909090909,3.89822771729516,0.00016554517268607,0.000548444553440872,-0.0199606488889117
"13851","CREB1",0.539651515151515,0.293010752688172,3.89679762043741,0.000181530199503534,0.000595590181517952,-0.0212924478690013
"10896","FASLG",-0.122954365079365,-0.289490445859873,-3.89861706846369,0.000142376066674075,0.000479484731327886,-0.0215500405938842
"17008","OR2B3",0.197015015015015,0.142628205128205,3.89866960787775,0.000142676421864479,0.00048032906045573,-0.021929483252209
"1241","OLR1",0.495952380952382,0.13015873015873,3.89889712324879,0.000155164750285856,0.000517599221303501,-0.0240570571661216
"17051","PKNOX2",-0.145978174603175,-0.123248407643312,-3.89735282206802,0.000143055578906068,0.000481354287499794,-0.0260537283277973
"7168","IL6",0.299017653167186,0.0613815789473684,3.89759827040487,0.000144619430501629,0.00048627812330791,-0.0280293721906091
"16910","GRHL3",0.316828282828282,0.221290322580645,3.89627793771447,0.000144302043384227,0.00048529524531251,-0.0310088656971645
"11369","SYDE2",0.400042016806722,0.170719424460432,3.87663318873549,0.000161801902373396,0.000537331150305059,-0.0317506197740229
"13314","KRAS",0.253666666666666,0.0522929936305732,3.89512505941885,0.000144260474800903,0.000485239778875765,-0.0339868661786129
"17789","ASPM",0.712416666666668,0.515232558139535,3.89152451042821,0.000193368764551,0.000630370445220082,-0.0347322542905202
"16837","KIAA1618",-0.238652777777778,-0.0684713375796178,-3.89408758278145,0.000144824885486863,0.000486884357028542,-0.0376800785224765
"1878","SLC35F5",0.245297297297297,0.193205128205128,3.89420587542762,0.000145093167442695,0.000487616860573739,-0.0378172620380779
"6901","PAG1",0.607434077079107,0.522065217391304,3.89354784074562,0.000184742347320581,0.000604898335533091,-0.0397899440985832
"18874","KSR1",-0.157628968253967,-0.511337579617834,-3.89281514826354,0.000145519984656037,0.000488881462340098,-0.042208586470756
"17012","AIM1",0.215462301587301,0.187261146496815,3.89265886309797,0.000145605577671591,0.000489084105801591,-0.042764710556745
"19334","RPL37A",-0.349642857142856,-0.339426751592357,-3.89223457656951,0.00014583818890791,0.000489780422345881,-0.0442743960067276
"1006","POU3F4",0.634811046511628,0.533333333333333,3.89921094580824,0.000204903240656316,0.000663501106081053,-0.0461441057395406
"18721","TBC1D8B",0.494539860888177,0.527175572519084,3.89139265216023,0.000156906972098519,0.000522780099359235,-0.0463355883178451
"10592","KAAG1",0.423287854467631,0.263053435114504,3.89091134275242,0.00015718649821322,0.000523441047483054,-0.0480199075094436
"14168","ZNF605",0.331682539682539,0.133066666666667,3.89175100377838,0.00014855396312287,0.000498217929292848,-0.049923118727297
"11341","GDNF",0.251663126593034,0.262649006622517,3.8894668470721,0.000149462549604646,0.000500822475740173,-0.0514038049259691
"1280","KCNQ1",0.276906746031745,0.304649681528662,3.88988151559316,0.000147134657970392,0.000494048718789701,-0.0526445324722147
"15106","C19orf29",-0.276347402597403,-0.102948717948718,-3.88768988447753,0.000148691009253141,0.000498582519503991,-0.0547321522390476
"13933","INSR",0.200206349206349,0.0390445859872611,3.8891437723859,0.000147543383812806,0.000495327469886224,-0.0552679185367868
"11151","ANKHD1",-0.361482391482392,-0.304322580645161,-3.88766135590775,0.000149050813820105,0.000499702407871248,-0.0554208598485912
"3323","ZNF532",0.200048048048048,0.142564102564103,3.88908303820797,0.000147914716615173,0.000496409587447139,-0.0560325116232434
"688","HOXC8",0.148894841269841,0.0786624203821656,3.88830919678391,0.00014800705774389,0.000496633357794698,-0.0582351417370157
"9728","EXTL2",0.301080530071355,0.0953246753246753,3.88818200038572,0.000149108026655953,0.000499807625813155,-0.0603357274382317
"16793","CACNG8",-0.196746031746031,-0.211464968152866,-3.88732339855599,0.000148556532066546,0.000498217929292848,-0.0617393398562367
"18895","OR4C13",-0.415564625850339,-0.134125874125874,-3.88886062837199,0.000152912462825124,0.000511299466177385,-0.0641574629959516
"7552","AHI1",0.457261072261073,0.340944881889764,3.88178274488676,0.000164703875912051,0.000546031300800771,-0.0649225628686221
"4081","SH3BGRL",-0.46639777131783,-0.377697841726619,-3.88582870216756,0.000156370671700496,0.000521262509573868,-0.0658907227619396
"9982","KIAA1109",-0.265345117845118,-0.149671052631579,-3.88496740433247,0.00015163571646527,0.000507489233711423,-0.0667484258025928
"3301","STIM1",0.342896613190732,0.147739726027397,3.885957363624,0.00015335530340745,0.000512269717976449,-0.0668620549088734
"13749","MUC8",-0.174837301587301,-0.0982802547770701,-3.88486885735423,0.000149933104888103,0.000502312242501675,-0.0704612635267479
"12227","ZBTB40",0.362689888727625,-0.000758620689655172,3.87497126959962,0.000160182784399306,0.000532502501444934,-0.0729183174968533
"18614","ADCY2",-0.307436507936508,-0.165095541401274,-3.88414927280068,0.000150338959563441,0.000503584768307451,-0.0730173604652329
"11673","MAP9",0.312886731391585,0.256418918918919,3.88527945640835,0.000152959155066967,0.000511299466177385,-0.0739600463884011
"3932","CYP4A11",-0.211138888888888,-0.115732484076433,-3.88290071182085,0.000151045641979484,0.000505776815702541,-0.0774515513368899
"4322","MRPL40",-0.173652777777778,-0.0321019108280255,-3.8826659556376,0.000151178865468175,0.000506135333161705,-0.0782851426226552
"11017","OSBPL11",0.50358951175407,0.129504132231405,3.88406364397585,0.000166792228078431,0.000552103387879871,-0.0796271529247692
"11747","C9orf3",0.167039682539682,0.146050955414013,3.88200963858565,0.000151551916306551,0.000507296511407725,-0.0806154255575882
"13539","DNAJC7",-0.360388888888889,-0.274203821656051,-3.88142397314355,0.00015188554716246,0.00050823745860985,-0.0826945820906424
"12837","ACBD6",-0.280616883116884,-0.0994230769230769,-3.87962786703842,0.000153259915526526,0.000512039472609428,-0.0833477777253169
"16017","ENOX2",0.166674603174603,0.274012738853503,3.88040533742771,0.000152467487547736,0.000510096533806403,-0.0863101985241235
"18845","ASAH3",0.207680555555556,-0.0614012738853503,3.88023058900542,0.000152567532920873,0.000510343012887089,-0.0869303839483901
"10482","GABRQ",0.324814814814816,0.260392156862745,3.8803586348959,0.000153908879176899,0.000513941453141014,-0.0886193590715623
"15478","SUZ12",0.164236111111111,-0.0239490445859873,3.87974769449566,0.000152844319736945,0.000511180510063881,-0.0886440656386407
"3308","CADM1",0.19156746031746,0.297770700636943,3.87958820499309,0.000152935841142591,0.000511299466177385,-0.0892100185412605
"8437","RTN4",-0.314492063492063,-0.0105732484076433,-3.87947262154142,0.000153002200054095,0.000511355021286145,-0.0896201575983824
"7780","FGF1",0.502643948296121,0.553679245283019,3.87742611678844,0.000181736779572476,0.000596166879387521,-0.0904005953143647
"6852","TMOD1",0.199924603174603,-0.00426751592356688,3.87841001493485,0.000153613548306243,0.000513043799322421,-0.0933902630223429
